Capital or Revenue,Directorate,Transaction Number,Date,Service Area,Expenses Type,Amount,Supplier Name
Revenue,Community Wellbeing & Social Care,1700048679,02.01.2014,REDACTED PERSONAL DATA,Order Settlement,-971.36,THE EXCELSIOR
Revenue,Community Wellbeing & Social Care,1700048756,24.01.2014,REDACTED PERSONAL DATA,Order Settlement,-424.97,THE EXCELSIOR
Capital,Corporate,1900784392,03.01.2014,Balance Sheet,Fire Brigade Lottery Pay Deductions,452.68,THE FIREFIGHTERS CHARITY
Capital,Corporate,1900791810,29.01.2014,Balance Sheet,Fire Brigade Lottery Pay Deductions,452.68,THE FIREFIGHTERS CHARITY
Revenue,Corporate,1900790937,22.01.2014,Insurance claims suspense,Insurance claims suspense,"1,350.00",THE HAMPTON TRUST(HANTS & I W)
Revenue,Childrens Services,1900784874,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"15,027.34",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"24,188.47",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"15,295.92",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"3,947.40",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"1,298.70",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"12,340.20",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"16,228.80",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"1,822.80",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,2 Year Old Funding,Payment to Private Contractors,44.10,THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"3,175.20",THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,2 Year Old Funding,Payment to Private Contractors,543.90,THE ISLAND DAY NURSERY LTD
Revenue,Childrens Services,1900784874,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"2,672.95",THE ISLAND DAY NURSERY LTD
Revenue,Community Wellbeing & Social Care,1700048789,29.01.2014,Elderly Mentally Ill Residential Care,Provider Refund Overpayments,"-1,213.12",THE LIMES TRUST
Revenue,Community Wellbeing & Social Care,1700048805,29.01.2014,Elderly Mentally Ill Residential Care,Provider Refund Overpayments,-642.24,THE MOORINGS
Revenue,Community Wellbeing & Social Care,1700048730,29.01.2014,Elderly Mentally Ill Residential Care,Provider Refund Overpayments,"-1,457.04",THE MOORINGS
Revenue,Community Wellbeing & Social Care,1700048652,02.01.2014,Physical Disability Residential Care,Provider Refund Overpayments,"-1,564.65",THE MOORINGS
Revenue,Economy & Environment,1900791097,24.01.2014,West Wight Landscape Partnership,Grants to External Bodies,100.00,THE NEEDLES NATIONAL COASTWATCH INSTITUTION
Revenue,Community Wellbeing & Social Care,1700048736,24.01.2014,REDACTED PERSONAL DATA,Order Settlement,"-4,294.80",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048715,08.01.2014,Physical Disability Nursing Island,Provider Refund Overpayments,"-3,531.28",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048611,02.01.2014,Funded Nursing Care Island,Provider Refund Overpayments,-549.15,THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048654,02.01.2014,Elderly Frail Nursing Island,Provider Refund Overpayments,"-2,863.20",THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048760,24.01.2014,Funded Nursing Care Island,Provider Refund Overpayments,-549.15,THE ORCHARD HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1900785437,15.01.2014,Public Libraries Central,Purchase of Books,12.50,THE STATIONERY OFFICE LTD
Revenue,Community Wellbeing & Social Care,1900791557,29.01.2014,Public Libraries Central,Purchase of Books,174.50,THE STATIONERY OFFICE LTD
Revenue,Economy & Environment,1900790662,17.01.2014,Leader 2009/13 Grant Claims,Grants to External Bodies,"9,614.64",THE TOMATO STALL LTD
Capital,Childrens Services,1900791282,24.01.2014,Disabled Facilities Grants,Capital Grants,"5,756.96",TOMBLESON CONTRACTING
Revenue,Childrens Services,1900784875,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"20,221.50",TOPS DAY NURSERY
Revenue,Childrens Services,1900784875,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"6,335.70",TOPS DAY NURSERY
Capital,Corporate,1900791825,29.01.2014,Balance Sheet,Transport Benevolent Fund Pay Deductions,39.15,TRANSPORT BENEVOLENT FUND
Capital,Corporate,1900784402,03.01.2014,Balance Sheet,Transport Benevolent Fund Pay Deductions,39.15,TRANSPORT BENEVOLENT FUND
Revenue,Resources,1900784402,03.01.2014,Payroll,Administration Fee Income,-1.96,TRANSPORT BENEVOLENT FUND
Revenue,Resources,1900791825,29.01.2014,Payroll,Administration Fee Income,-1.96,TRANSPORT BENEVOLENT FUND
Revenue,Community Wellbeing & Social Care,1700048770,15.01.2014,Elderly Mentally Ill Homecare,Provider Refund Overpayments,"-3,865.95",TWO COUNTIES COMMUNITY CARE
Capital,Childrens Services,1900785279,10.01.2014,Disabled Facilities Grants,Capital Grants,"4,613.00",TYCOONEURO LTD
Revenue,Community Wellbeing & Social Care,1900790629,17.01.2014,Public Libraries Central,Purchase of Books,291.66,ULVERSCROFT LARGE PRINT BOOKS LTD
Capital,Corporate,1900784405,03.01.2014,Balance Sheet,Unison Ancilliary Pay Deductions,5.70,UNISON
Capital,Corporate,1900797242,31.01.2014,Balance Sheet,Unison Ancilliary Pay Deductions,5.70,UNISON
Capital,Corporate,1900784404,03.01.2014,Balance Sheet,Unison Subscriptions Pay Deductions,"8,320.25",UNISON
Capital,Corporate,1900791826,29.01.2014,Balance Sheet,Unison Subscriptions Pay Deductions,"8,312.45",UNISON
Revenue,Resources,1900784404,03.01.2014,Payroll,Administration Fee Income,-416.02,UNISON
Revenue,Resources,1900791826,29.01.2014,Payroll,Administration Fee Income,-415.62,UNISON
Revenue,Community Wellbeing & Social Care,1900785436,15.01.2014,Public Libraries Central,Purchase of Books,28.00,UNIVERSITY OF SOUTHAMPTON
Revenue,Childrens Services,1900791551,29.01.2014,In-house Fostering,Boarding Out Allowances,130.20,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,1700048670,02.01.2014,Funded Nursing Care Island,Provider Refund Overpayments,"-3,279.22",VECTA HOUSE CARE HOME
Revenue,Community Wellbeing & Social Care,1700048733,29.01.2014,Elderly Mentally Ill Nursing Island,Provider Refund Overpayments,"-5,153.76",VECTA HOUSE CARE HOME
Revenue,Childrens Services,1900784876,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"29,845.50",VENTNOR COMMUNITY EARLY YEARS
Revenue,Childrens Services,1900784876,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"8,452.50",VENTNOR COMMUNITY EARLY YEARS
Revenue,Resources,1900784425,08.01.2014,Telephones,Fixed Telephones,20.98,VERIZON UK LTD
Revenue,Resources,1900790870,20.01.2014,Telephones,Fixed Telephones,40.37,VERIZON UK LTD
Revenue,Resources,1900790871,20.01.2014,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Resources,1900778767,02.01.2014,Telephones,Fixed Telephones,"1,315.00",VERIZON UK LTD
Revenue,Childrens Services,1900797235,31.01.2014,Independ. & Non-Maint. Special Schls & Independ. Specialist Provision,Transport of Clients,663.04,REDACTED PERSONAL DATA
Revenue,Resources,1900790867,20.01.2014,ICT Compliance & Infrastructure,Fixed Telephones,"19,434.00",VIRGIN MEDIA PAYMENTS LTD
Revenue,Resources,1900790866,20.01.2014,Telephones,Fixed Telephones,4.25,VIRGIN MEDIA PAYMENTS LTD
Revenue,Resources,1700048684,31.01.2014,Telephones,Fixed Telephones,-995.50,VIRGIN MEDIA PAYMENTS LTD
Revenue,Resources,1700048685,31.01.2014,Telephones,Fixed Telephones,-995.50,VIRGIN MEDIA PAYMENTS LTD
Revenue,Economy & Environment,1900791291,24.01.2014,LSTF Grant,Payment to Private Contractors,"50,000.00",VISIT ISLE OF WIGHT LTD
Revenue,Economy & Environment,1900785450,15.01.2014,Strategic Tourism staff and admin,Payment to Private Contractors,"2,000.00",VISIT ISLE OF WIGHT LTD
Revenue,Economy & Environment,1900784249,02.01.2014,Deputy Chief Fire Office,Mobile Telecoms,15.27,VODAFONE LTD (CORPORATE)
Revenue,Economy & Environment,1900784250,02.01.2014,Deputy Chief Fire Office,Mobile Telecoms,7.50,VODAFONE LTD (CORPORATE)
Revenue,Economy & Environment,1900791556,29.01.2014,Deputy Chief Fire Office,Mobile Telecoms,12.67,VODAFONE LTD (CORPORATE)
Revenue,Economy & Environment,1900785228,10.01.2014,Deputy Chief Fire Office,Mobile Telecoms,4.90,VODAFONE LTD (CORPORATE)
Revenue,Economy & Environment,1900785229,10.01.2014,Deputy Chief Fire Office,Mobile Telecoms,7.52,VODAFONE LTD (CORPORATE)
Revenue,Economy & Environment,1900791555,29.01.2014,Deputy Chief Fire Office,Mobile Telecoms,7.50,VODAFONE LTD (CORPORATE)
Revenue,Economy & Environment,1900790768,20.01.2014,Deputy Chief Fire Office,Mobile Telecoms,45.60,VODAFONE LTD (PAGING)
Revenue,Community Wellbeing & Social Care,1900785435,15.01.2014,Public Libraries Central,Purchase of Books,290.80,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900785432,15.01.2014,Public Libraries Central,Music and Video,53.60,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900785433,15.01.2014,Public Libraries Central,Music and Video,128.80,W F HOWES LTD
Revenue,Community Wellbeing & Social Care,1900785434,15.01.2014,Public Libraries Central,Music and Video,541.60,W F HOWES LTD
Capital,Childrens Services,1900797379,31.01.2014,Disabled Facilities Grants,Capital Grants,"3,296.00",W H BRADING & SON LTD
Revenue,Community Wellbeing & Social Care,1700048753,29.01.2014,Elderly Frail Residential Care,Provider Refund Overpayments,"-1,274.90",WAXHAM HOUSE RESIDENTIAL CARE HOME
Revenue,Childrens Services,1900797408,31.01.2014,Independ. & Non-Maint. Special Schls & Independ. Specialist Provision,Transport of Clients,344.25,REDACTED PERSONAL DATA
Revenue,Childrens Services,1900785052,10.01.2014,Independ. & Non-Maint. Special Schls & Independ. Specialist Provision,Transport of Clients,303.75,REDACTED PERSONAL DATA
Revenue,Resources,1900784883,10.01.2014,Coroner,Payment to Private Contractors,57.00,WEST COWES MEDICAL PRACTIONERS GROUP
Revenue,Childrens Services,1900784878,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"12,152.59",WEST WIGHT NURSERY (ST SAVIOURS)
Revenue,Childrens Services,1900784878,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"7,472.50",WEST WIGHT NURSERY (ST SAVIOURS)
Revenue,Economy & Environment,1900784886,10.01.2014,"Car Park - Moa Place, Freshwater",Off Street Parking Income,699.34,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Childrens Services,1900791493,29.01.2014,Youth- West Wight,Electricity,305.76,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Childrens Services,1900785064,10.01.2014,Youth- West Wight,Electricity,289.68,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Childrens Services,1900791493,29.01.2014,Youth- West Wight,Gas,154.23,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Childrens Services,1900785064,10.01.2014,Youth- West Wight,Gas,147.29,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Childrens Services,1900791493,29.01.2014,Youth- West Wight,Water and Sewerage,16.12,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Childrens Services,1900785064,10.01.2014,Youth- West Wight,Water and Sewerage,16.12,WEST WIGHT SPORTS CENTRE TRUST LTD
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Catering Purchases,2.50,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Catering Purchases,167.50,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Vehicle Maintenance Costs,10.00,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Furniture and Fittings,16.63,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Catering Equipment,9.98,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,General Educational Materials,3.32,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,General Educational Materials,1.25,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Client Expenses,24.90,WESTMINSTER HOUSE
Revenue,Community Wellbeing & Social Care,1900791485,29.01.2014,Westminster House,Client Expenses,20.27,WESTMINSTER HOUSE
Revenue,Childrens Services,1900784879,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"5,358.00",WINDMILLS PRE-SCHOOL
Revenue,Childrens Services,1900784879,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"2,396.10",WINDMILLS PRE-SCHOOL
Revenue,Childrens Services,1900790767,27.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,40.86,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900790767,27.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,-91.12,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900790450,17.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,14.56,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900790450,17.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,29.54,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900790766,27.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,2.04,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900790766,27.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,17.40,WM MORRISON SUPERMARKETS PLC
Revenue,Childrens Services,1900790767,27.01.2014,Support for Looked After Children,Payments to/Aid Provided to Clients,82.09,WM MORRISON SUPERMARKETS PLC
Revenue,Community Wellbeing & Social Care,1700048790,29.01.2014,REDACTED PERSONAL DATA,Order Settlement,"-1,240.72",WOODSIDE HALL NURSING HOME
Revenue,Economy & Environment,1900791492,29.01.2014,Economic Development,Professional Services,"3,496.00",WOOTTON BRIDGE PARISH COUNCIL
Revenue,Corporate,1900790909,22.01.2014,Insurance claims suspense,Insurance claims suspense,183.72,WOOTTON PRIMARY SCHOOL
Revenue,Corporate,1900790910,22.01.2014,Insurance claims suspense,Insurance claims suspense,668.00,WOOTTON PRIMARY SCHOOL
Revenue,Corporate,1900790911,22.01.2014,Insurance claims suspense,Insurance claims suspense,380.00,WOOTTON PRIMARY SCHOOL
Revenue,Corporate,1900790912,22.01.2014,Insurance claims suspense,Insurance claims suspense,144.17,WOOTTON PRIMARY SCHOOL
Revenue,Corporate,1900790913,22.01.2014,Insurance claims suspense,Insurance claims suspense,"5,380.00",WOOTTON PRIMARY SCHOOL
Revenue,Childrens Services,1900784880,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"8,182.17",WROXALL PRE-SCHOOL
Revenue,Childrens Services,1900784880,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"2,631.30",WROXALL PRE-SCHOOL
Capital,Community Wellbeing & Social Care,1900790904,22.01.2014,Wroxall Primary Devolved Capital,Payment to Contractors - Capital,"2,212.79",WROXALL PRIMARY SCHOOL
Revenue,Resources,1900790921,22.01.2014,Telephones,Fixed Telephones,238.91,XLN TELECOM LTD
Revenue,Childrens Services,1900785355,15.01.2014,2 Year Old Funding,Payment to Private Contractors,169.86,YARMOUTH LITTLE STARS PRE SCHOOL
Revenue,Childrens Services,1900784881,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"30,531.72",YMCA DAY NURSERY
Revenue,Childrens Services,1900784881,10.01.2014,2 Year Old Funding,Payment to Private Contractors,"5,164.60",YMCA DAY NURSERY
Revenue,Childrens Services,1900784882,10.01.2014,3 & 4 Year Old Funding,Payment to Private Contractors,"22,091.31",YMCA WINCHESTER HOUSE DAY NURSERY
Revenue,Childrens Services,1900784882,10.01.2014,2 Year Old Funding,Payment to Private Contractors,793.80,YMCA WINCHESTER HOUSE DAY NURSERY
Revenue,Childrens Services,1900790663,17.01.2014,Youth Offending Team,Transport of Clients,12.00,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900790663,17.01.2014,Youth Offending Team,Stationery,1.19,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900790663,17.01.2014,Youth Offending Team,Postage,60.00,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900790663,17.01.2014,Youth Offending Team,Catering Purchases,4.89,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900790663,17.01.2014,Youth Offending Team,Office Equipment,8.49,YOUTH OFFENDING TEAM
Revenue,Childrens Services,1900790660,17.01.2014,Central & West Provision,General Materials,1.80,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Central & West Provision,General Materials,12.49,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Central & West Provision,General Materials,6.67,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,Central & West Provision,Catering Purchases,3.77,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Central & West Provision,Catering Purchases,4.74,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Central & West Provision,Catering Purchases,3.10,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Mobile Youth Provision,General Materials,2.92,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,South Provision,Stationery,1.75,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,South Provision,Catering Purchases,41.90,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,South Provision,Catering Purchases,8.52,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,South Provision,Catering Purchases,1.42,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,South Provision,Catering Purchases,1.65,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Targeted Youth Support,Client Expenses,7.80,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,Targeted Youth Support,Client Expenses,9.98,YOUTH SERVICE
Revenue,Childrens Services,1900790660,17.01.2014,Targeted Youth Support,Client Expenses,3.99,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Youth - Duke of Edinburgh Award,General Materials,8.17,YOUTH SERVICE
Revenue,Childrens Services,1900797231,31.01.2014,Youth - Duke of Edinburgh Award,General Materials,0.79,YOUTH SERVICE
